# GSV_1,GSV_2,GSV_3,nw,kw
0.093250,0.784980,0.131000,1.320000,23.600000
0.092640,0.787390,0.129280,1.320000,23.300000
0.092010,0.789800,0.127590,1.320000,23.100000
0.091340,0.792200,0.125910,1.320000,22.700000
0.090640,0.794610,0.124260,1.320000,22.500000
0.089910,0.797030,0.122620,1.320000,22.200000
0.089140,0.799450,0.120990,1.320000,21.900000
0.088340,0.801890,0.119370,1.320000,21.600000
0.087510,0.804350,0.117740,1.320000,21.400000
0.086660,0.806830,0.116110,1.320000,21.100000
0.085790,0.809330,0.114460,1.320000,20.800000
0.084900,0.811860,0.112800,1.320000,20.500000
0.083990,0.814410,0.111110,1.320000,20.300000
0.083070,0.817000,0.109390,1.320000,20.000000
0.082140,0.819620,0.107650,1.320000,19.700000
0.081200,0.822280,0.105870,1.320000,19.500000
0.080260,0.824960,0.104060,1.320000,19.200000
0.079320,0.827650,0.102230,1.320000,19.000000
0.078380,0.830350,0.100400,1.320000,18.700000
0.077440,0.833030,0.098580,1.320000,18.500000
0.076510,0.835680,0.096770,1.320000,18.300000
0.075600,0.838300,0.094990,1.320000,18.000000
0.074700,0.840860,0.093240,1.320000,17.800000
0.073820,0.843360,0.091550,1.320000,17.600000
0.072970,0.845780,0.089910,1.320000,17.300000
0.072140,0.848120,0.088350,1.320000,17.100000
0.071330,0.850370,0.086850,1.320000,16.900000
0.070540,0.852560,0.085400,1.320000,16.700000
0.069780,0.854680,0.084000,1.320000,16.500000
0.069030,0.856740,0.082640,1.320000,16.200000
0.068300,0.858760,0.081320,1.320000,16.100000
0.067580,0.860750,0.080020,1.320000,15.800000
0.066870,0.862710,0.078730,1.320000,15.600000
0.066170,0.864640,0.077460,1.320000,15.500000
0.065470,0.866570,0.076190,1.320000,15.300000
0.064780,0.868500,0.074910,1.320000,15.000000
0.064100,0.870420,0.073630,1.320000,14.900000
0.063410,0.872350,0.072350,1.320000,14.700000
0.062720,0.874270,0.071070,1.320000,14.500000
0.062030,0.876180,0.069790,1.320000,14.300000
0.061330,0.878100,0.068520,1.320000,14.100000
0.060620,0.880000,0.067260,1.320000,14.000000
0.059900,0.881910,0.066010,1.320000,13.800000
0.059170,0.883800,0.064770,1.320000,13.600000
0.058420,0.885690,0.063540,1.320000,13.500000
0.057650,0.887580,0.062330,1.320000,13.300000
0.056870,0.889450,0.061140,1.320000,13.200000
0.056070,0.891310,0.059970,1.320000,13.000000
0.055260,0.893160,0.058810,1.320000,12.800000
0.054440,0.895000,0.057670,1.320000,12.700000
0.053620,0.896820,0.056540,1.320000,12.500000
0.052800,0.898620,0.055430,1.320000,12.400000
0.051970,0.900410,0.054340,1.320000,12.200000
0.051150,0.902180,0.053260,1.320000,12.100000
0.050330,0.903920,0.052200,1.320000,11.900000
0.049510,0.905640,0.051160,1.320000,11.800000
0.048710,0.907340,0.050120,1.320000,11.700000
0.047910,0.909020,0.049100,1.320000,11.500000
0.047130,0.910690,0.048090,1.320000,11.400000
0.046350,0.912340,0.047080,1.320000,11.300000
0.045580,0.913980,0.046080,1.320000,11.100000
0.044820,0.915610,0.045070,1.320000,11.000000
0.044070,0.917240,0.044070,1.320000,10.900000
0.043330,0.918860,0.043070,1.320000,10.800000
0.042600,0.920490,0.042060,1.320000,10.600000
0.041880,0.922110,0.041040,1.320000,10.500000
0.041180,0.923730,0.040020,1.320000,10.400000
0.040480,0.925350,0.039000,1.320000,10.300000
0.039790,0.926970,0.037970,1.320000,10.200000
0.039110,0.928590,0.036950,1.320000,10.100000
0.038430,0.930190,0.035920,1.320000,10.000000
0.037770,0.931790,0.034900,1.320000,9.910000
0.037100,0.933380,0.033890,1.320000,9.840000
0.036440,0.934960,0.032890,1.320000,9.750000
0.035780,0.936520,0.031890,1.320000,9.660000
0.035130,0.938070,0.030910,1.320000,9.560000
0.034470,0.939610,0.029940,1.320000,9.480000
0.033820,0.941130,0.028990,1.320000,9.380000
0.033160,0.942640,0.028040,1.320000,9.310000
0.032510,0.944130,0.027110,1.320000,9.200000
0.031850,0.945620,0.026180,1.320000,9.130000
0.031190,0.947090,0.025270,1.320000,9.050000
0.030530,0.948550,0.024380,1.320000,8.980000
0.029860,0.950000,0.023490,1.320000,8.900000
0.029190,0.951440,0.022610,1.320000,8.820000
0.028520,0.952870,0.021750,1.320000,8.740000
0.027840,0.954290,0.020890,1.320000,8.670000
0.027160,0.955700,0.020050,1.320000,8.590000
0.026470,0.957100,0.019220,1.320000,8.510000
0.025790,0.958490,0.018390,1.320000,8.450000
0.025100,0.959870,0.017580,1.320000,8.360000
0.024410,0.961240,0.016780,1.320000,8.300000
0.023730,0.962590,0.015980,1.320000,8.230000
0.023040,0.963940,0.015200,1.320000,8.160000
0.022360,0.965270,0.014420,1.320000,8.100000
0.021670,0.966590,0.013650,1.320000,8.040000
0.020990,0.967890,0.012890,1.320000,7.960000
0.020320,0.969180,0.012150,1.320000,7.890000
0.019650,0.970450,0.011420,1.320000,7.830000
0.018980,0.971700,0.010710,1.320000,7.770000
0.018330,0.972920,0.010030,1.320000,7.710000
0.017680,0.974120,0.009360,1.320000,7.650000
0.017030,0.975290,0.008730,1.320000,7.610000
0.016400,0.976420,0.008120,1.320000,7.550000
0.015780,0.977520,0.007550,1.320000,7.500000
0.015170,0.978590,0.007010,1.320000,7.430000
0.014560,0.979620,0.006510,1.320000,7.370000
0.013970,0.980620,0.006040,1.320000,7.320000
0.013390,0.981590,0.005600,1.320000,7.250000
0.012820,0.982530,0.005190,1.320000,7.200000
0.012250,0.983430,0.004810,1.320000,7.160000
0.011700,0.984310,0.004450,1.320000,7.120000
0.011150,0.985160,0.004120,1.320000,7.080000
0.010610,0.985990,0.003810,1.320000,7.040000
0.010070,0.986790,0.003520,1.320000,6.990000
0.009540,0.987560,0.003250,1.320000,6.940000
0.009020,0.988320,0.003000,1.320000,6.910000
0.008500,0.989060,0.002760,1.320000,6.870000
0.007980,0.989780,0.002540,1.320000,6.830000
0.007470,0.990480,0.002330,1.320000,6.780000
0.006970,0.991180,0.002130,1.320000,6.740000
0.006460,0.991860,0.001940,1.320000,6.710000
0.005950,0.992530,0.001750,1.320000,6.700000
0.005450,0.993200,0.001570,1.320000,6.650000
0.004940,0.993870,0.001400,1.320000,6.630000
0.004440,0.994530,0.001220,1.320000,6.600000
0.003930,0.995180,0.001050,1.320000,6.570000
0.003430,0.995830,0.000880,1.320000,6.530000
0.002930,0.996470,0.000710,1.320000,6.500000
0.002430,0.997100,0.000560,1.320000,6.470000
0.001930,0.997720,0.000420,1.320000,6.450000
0.001440,0.998320,0.000290,1.320000,6.420000
0.000950,0.998900,0.000170,1.320000,6.400000
0.000470,0.999460,0.000080,1.320000,6.360000
0.000000,1.000000,0.000000,1.320000,6.350000
-0.000460,1.000500,-0.000060,1.320000,6.310000
-0.000920,1.001000,-0.000090,1.320000,6.280000
-0.001370,1.001500,-0.000120,1.320000,6.250000
-0.001820,1.001900,-0.000130,1.320000,6.210000
-0.002260,1.002400,-0.000130,1.320000,6.190000
-0.002700,1.002800,-0.000130,1.320000,6.160000
-0.003130,1.003300,-0.000120,1.320000,6.130000
-0.003560,1.003700,-0.000110,1.320000,6.120000
-0.004000,1.004100,-0.000110,1.320000,6.090000
-0.004430,1.004600,-0.000120,1.320000,6.080000
-0.004860,1.005000,-0.000130,1.320000,6.050000
-0.005290,1.005500,-0.000150,1.320000,6.050000
-0.005730,1.005900,-0.000180,1.320000,6.020000
-0.006160,1.006400,-0.000210,1.320000,6.010000
-0.006590,1.006800,-0.000250,1.320000,5.980000
-0.007020,1.007300,-0.000290,1.320000,5.970000
-0.007440,1.007800,-0.000330,1.320000,5.950000
-0.007860,1.008200,-0.000360,1.320000,5.940000
-0.008280,1.008600,-0.000400,1.320000,5.920000
-0.008690,1.009100,-0.000430,1.320000,5.910000
-0.009100,1.009500,-0.000450,1.320000,5.890000
-0.009500,1.009900,-0.000470,1.320000,5.880000
-0.009900,1.010300,-0.000480,1.320000,5.850000
-0.010290,1.010700,-0.000480,1.320000,5.830000
-0.010670,1.011100,-0.000470,1.320000,5.800000
-0.011040,1.011400,-0.000450,1.320000,5.790000
-0.011400,1.011700,-0.000430,1.320000,5.750000
-0.011760,1.012100,-0.000380,1.320000,5.750000
-0.012110,1.012400,-0.000330,1.320000,5.720000
-0.012450,1.012700,-0.000270,1.320000,5.710000
-0.012770,1.012900,-0.000190,1.320000,5.690000
-0.013090,1.013200,-0.000090,1.320000,5.680000
-0.013400,1.013400,0.000010,1.320000,5.660000
-0.013710,1.013600,0.000130,1.320000,5.660000
-0.014010,1.013900,0.000250,1.320000,5.640000
-0.014300,1.014100,0.000380,1.320000,5.650000
-0.014600,1.014300,0.000520,1.320000,5.630000
-0.014890,1.014400,0.000670,1.320000,5.630000
-0.015180,1.014600,0.000820,1.320000,5.620000
-0.015470,1.014800,0.000980,1.320000,5.620000
-0.015770,1.015000,0.001130,1.320000,5.600000
-0.016070,1.015100,0.001300,1.320000,5.610000
-0.016360,1.015300,0.001460,1.320000,5.600000
-0.016670,1.015500,0.001640,1.320000,5.600000
-0.016970,1.015600,0.001820,1.320000,5.580000
-0.017270,1.015800,0.002010,1.320000,5.580000
-0.017580,1.015900,0.002210,1.320000,5.560000
-0.017890,1.016000,0.002430,1.320000,5.560000
-0.018200,1.016100,0.002660,1.320000,5.550000
-0.018510,1.016200,0.002900,1.320000,5.550000
-0.018820,1.016300,0.003160,1.320000,5.540000
-0.019140,1.016400,0.003440,1.320000,5.540000
-0.019450,1.016400,0.003730,1.320000,5.530000
-0.019760,1.016500,0.004030,1.320000,5.530000
-0.020070,1.016500,0.004350,1.320000,5.530000
-0.020370,1.016500,0.004680,1.320000,5.530000
-0.020670,1.016500,0.005030,1.320000,5.530000
-0.020970,1.016400,0.005380,1.320000,5.530000
-0.021260,1.016400,0.005750,1.320000,5.520000
-0.021540,1.016300,0.006130,1.320000,5.520000
-0.021820,1.016200,0.006510,1.320000,5.520000
-0.022080,1.016200,0.006910,1.320000,5.530000
-0.022350,1.016100,0.007310,1.320000,5.520000
-0.022600,1.016000,0.007730,1.320000,5.520000
-0.022850,1.015800,0.008150,1.320000,5.520000
-0.023100,1.015700,0.008570,1.320000,5.520000
-0.023340,1.015600,0.009010,1.320000,5.510000
-0.023580,1.015400,0.009450,1.320000,5.530000
-0.023820,1.015300,0.009900,1.320000,5.510000
-0.024060,1.015100,0.010350,1.320000,5.520000
-0.024300,1.014900,0.010810,1.320000,5.520000
-0.024540,1.014800,0.011270,1.320000,5.520000
-0.024780,1.014600,0.011740,1.320000,5.510000
-0.025020,1.014400,0.012220,1.320000,5.520000
-0.025250,1.014200,0.012710,1.320000,5.520000
-0.025480,1.014000,0.013210,1.320000,5.540000
-0.025710,1.013700,0.013730,1.310000,5.540000
-0.025930,1.013500,0.014250,1.310000,5.540000
-0.026150,1.013200,0.014800,1.310000,5.560000
-0.026360,1.012900,0.015350,1.310000,5.570000
-0.026570,1.012600,0.015930,1.310000,5.580000
-0.026770,1.012300,0.016520,1.310000,5.610000
-0.026970,1.012000,0.017130,1.310000,5.610000
-0.027160,1.011600,0.017750,1.310000,5.630000
-0.027350,1.011200,0.018390,1.310000,5.640000
-0.027530,1.010800,0.019040,1.310000,5.660000
-0.027710,1.010400,0.019710,1.310000,5.670000
-0.027880,1.009900,0.020390,1.310000,5.690000
-0.028050,1.009500,0.021080,1.310000,5.700000
-0.028220,1.009000,0.021790,1.310000,5.730000
-0.028390,1.008500,0.022510,1.310000,5.750000
-0.028550,1.008000,0.023250,1.310000,5.770000
-0.028720,1.007500,0.023990,1.310000,5.780000
-0.028880,1.006900,0.024750,1.310000,5.800000
-0.029050,1.006400,0.025520,1.310000,5.810000
-0.029210,1.005800,0.026300,1.310000,5.830000
-0.029380,1.005200,0.027100,1.310000,5.840000
-0.029560,1.004600,0.027910,1.310000,5.880000
-0.029730,1.004000,0.028730,1.310000,5.890000
-0.029910,1.003400,0.029560,1.310000,5.930000
-0.030100,1.002700,0.030410,1.310000,5.950000
-0.030300,1.002100,0.031270,1.310000,5.970000
-0.030500,1.001400,0.032140,1.310000,6.000000
-0.030720,1.000700,0.033020,1.310000,6.030000
-0.030950,1.000000,0.033910,1.310000,6.050000
-0.031200,0.999340,0.034820,1.310000,6.090000
-0.031470,0.998650,0.035730,1.310000,6.100000
-0.031760,0.997950,0.036660,1.310000,6.140000
-0.032070,0.997260,0.037590,1.310000,6.170000
-0.032410,0.996570,0.038530,1.310000,6.200000
-0.032780,0.995890,0.039480,1.310000,6.220000
-0.033170,0.995210,0.040440,1.310000,6.260000
-0.033570,0.994530,0.041410,1.310000,6.280000
-0.034000,0.993840,0.042390,1.310000,6.340000
-0.034430,0.993150,0.043380,1.310000,6.370000
-0.034860,0.992450,0.044370,1.310000,6.390000
-0.035290,0.991740,0.045380,1.310000,6.450000
-0.035720,0.991020,0.046400,1.310000,6.490000
-0.036140,0.990270,0.047420,1.310000,6.520000
-0.036550,0.989510,0.048460,1.310000,6.570000
-0.036940,0.988730,0.049500,1.310000,6.620000
-0.037310,0.987920,0.050550,1.310000,6.660000
-0.037670,0.987110,0.051610,1.310000,6.690000
-0.038020,0.986280,0.052680,1.310000,6.750000
-0.038350,0.985440,0.053740,1.310000,6.800000
-0.038680,0.984600,0.054810,1.310000,6.840000
-0.039010,0.983760,0.055880,1.310000,6.900000
-0.039340,0.982920,0.056950,1.310000,6.960000
-0.039660,0.982080,0.058020,1.310000,7.000000
-0.039990,0.981260,0.059080,1.310000,7.050000
-0.040320,0.980450,0.060130,1.310000,7.110000
-0.040660,0.979660,0.061180,1.310000,7.180000
-0.041010,0.978870,0.062230,1.310000,7.240000
-0.041360,0.978100,0.063280,1.310000,7.270000
-0.041710,0.977330,0.064330,1.310000,7.340000
-0.042080,0.976560,0.065380,1.310000,7.410000
-0.042450,0.975800,0.066430,1.310000,7.480000
-0.042830,0.975040,0.067490,1.310000,7.540000
-0.043220,0.974280,0.068560,1.310000,7.590000
-0.043620,0.973510,0.069640,1.310000,7.670000
-0.044020,0.972750,0.070730,1.310000,7.730000
-0.044430,0.971970,0.071830,1.310000,7.780000
-0.044850,0.971190,0.072940,1.310000,7.830000
-0.045270,0.970400,0.074060,1.310000,7.890000
-0.045690,0.969610,0.075200,1.310000,7.950000
-0.046110,0.968800,0.076340,1.310000,8.000000
-0.046530,0.967990,0.077500,1.310000,8.050000
-0.046950,0.967170,0.078660,1.310000,8.100000
-0.047360,0.966330,0.079840,1.310000,8.160000
-0.047770,0.965490,0.081030,1.310000,8.210000
-0.048170,0.964630,0.082230,1.310000,8.240000
-0.048560,0.963760,0.083430,1.310000,8.260000
-0.048940,0.962880,0.084650,1.310000,8.320000
-0.049320,0.961980,0.085880,1.310000,8.350000
-0.049700,0.961070,0.087130,1.310000,8.390000
-0.050070,0.960150,0.088380,1.310000,8.430000
-0.050450,0.959220,0.089650,1.310000,8.450000
-0.050820,0.958280,0.090940,1.310000,8.480000
-0.051190,0.957320,0.092230,1.310000,8.510000
-0.051560,0.956350,0.093540,1.310000,8.540000
-0.051930,0.955360,0.094870,1.310000,8.560000
-0.052300,0.954380,0.096190,1.310000,8.590000
-0.052670,0.953400,0.097510,1.310000,8.620000
-0.053030,0.952440,0.098820,1.310000,8.640000
-0.053370,0.951500,0.100090,1.310000,8.670000
-0.053710,0.950610,0.101320,1.310000,8.690000
-0.054020,0.949760,0.102510,1.310000,8.720000
-0.054310,0.948970,0.103630,1.310000,8.740000
-0.054580,0.948250,0.104680,1.310000,8.760000
-0.054820,0.947600,0.105650,1.310000,8.780000
-0.055030,0.947040,0.106530,1.310000,8.780000
-0.055230,0.946550,0.107340,1.310000,8.780000
-0.055410,0.946090,0.108100,1.310000,8.790000
-0.055600,0.945670,0.108840,1.310000,8.810000
-0.055810,0.945240,0.109570,1.310000,8.810000
-0.056040,0.944790,0.110320,1.310000,8.810000
-0.056320,0.944310,0.111120,1.310000,8.810000
-0.056650,0.943760,0.111980,1.310000,8.800000
-0.057050,0.943120,0.112930,1.310000,8.800000
-0.057520,0.942380,0.113990,1.310000,8.790000
-0.058080,0.941520,0.115170,1.310000,8.780000
-0.058710,0.940560,0.116460,1.310000,8.770000
-0.059390,0.939520,0.117830,1.310000,8.750000
-0.060110,0.938440,0.119240,1.310000,8.750000
-0.060840,0.937340,0.120680,1.310000,8.740000
-0.061560,0.936250,0.122110,1.310000,8.740000
-0.062270,0.935190,0.123500,1.310000,8.740000
-0.062930,0.934190,0.124830,1.310000,8.740000
-0.063530,0.933290,0.126070,1.310000,8.750000
-0.064060,0.932500,0.127190,1.310000,8.760000
-0.064490,0.931850,0.128160,1.310000,8.780000
-0.064840,0.931330,0.129010,1.310000,8.790000
-0.065120,0.930940,0.129730,1.310000,8.790000
-0.065340,0.930650,0.130340,1.310000,8.800000
-0.065530,0.930450,0.130870,1.310000,8.790000
-0.065690,0.930340,0.131310,1.310000,8.810000
-0.065840,0.930310,0.131690,1.310000,8.820000
-0.065990,0.930330,0.132020,1.310000,8.840000
-0.066160,0.930400,0.132320,1.310000,8.850000
-0.066360,0.930510,0.132590,1.310000,8.850000
-0.066610,0.930630,0.132850,1.310000,8.860000
-0.066890,0.930760,0.133120,1.310000,8.870000
-0.067190,0.930870,0.133410,1.310000,8.870000
-0.067490,0.930940,0.133730,1.310000,8.880000
-0.067780,0.930950,0.134100,1.310000,8.890000
-0.068050,0.930870,0.134530,1.310000,8.900000
-0.068290,0.930690,0.135030,1.310000,8.920000
-0.068470,0.930380,0.135620,1.310000,8.950000
-0.068590,0.929910,0.136310,1.310000,8.970000
-0.068630,0.929280,0.137110,1.310000,9.010000
-0.068580,0.928460,0.138040,1.310000,9.030000
-0.068450,0.927470,0.139080,1.310000,9.110000
-0.068240,0.926340,0.140210,1.310000,9.150000
-0.067960,0.925080,0.141410,1.310000,9.200000
-0.067630,0.923720,0.142670,1.310000,9.260000
-0.067240,0.922280,0.143960,1.310000,9.320000
-0.066820,0.920790,0.145280,1.310000,9.380000
-0.066360,0.919270,0.146590,1.310000,9.460000
-0.065880,0.917740,0.147880,1.310000,9.540000
-0.065380,0.916230,0.149130,1.310000,9.630000
-0.064870,0.914750,0.150340,1.310000,9.720000
-0.064360,0.913280,0.151510,1.310000,9.820000
-0.063830,0.911800,0.152670,1.310000,9.940000
-0.063280,0.910280,0.153850,1.310000,10.100000
-0.062720,0.908700,0.155080,1.310000,10.200000
-0.062140,0.907030,0.156370,1.310000,10.300000
-0.061540,0.905240,0.157740,1.310000,10.400000
-0.060910,0.903310,0.159240,1.310000,10.600000
-0.060250,0.901220,0.160870,1.310000,10.800000
-0.059560,0.898930,0.162660,1.310000,10.900000
-0.058840,0.896430,0.164640,1.310000,11.100000
-0.058100,0.893700,0.166830,1.310000,11.400000
-0.057350,0.890730,0.169240,1.310000,11.600000
-0.056600,0.887500,0.171890,1.310000,11.800000
-0.055860,0.884020,0.174800,1.310000,12.100000
-0.055140,0.880260,0.177990,1.310000,12.400000
-0.054470,0.876220,0.181470,1.310000,12.700000
-0.053840,0.871890,0.185260,1.310000,13.000000
-0.053270,0.867250,0.189380,1.310000,13.300000
-0.052770,0.862300,0.193850,1.310000,13.800000
-0.052350,0.857010,0.198680,1.310000,14.100000
-0.051980,0.851340,0.203900,1.310000,14.800000
-0.051630,0.845250,0.209540,1.310000,15.300000
-0.051280,0.838680,0.215610,1.310000,15.900000
-0.050900,0.831580,0.222140,1.310000,16.400000
-0.050450,0.823900,0.229160,1.310000,17.100000
-0.049920,0.815590,0.236680,1.310000,17.700000
-0.049260,0.806600,0.244740,1.310000,18.500000
-0.048450,0.796880,0.253350,1.310000,19.300000
-0.047470,0.786380,0.262540,1.310000,20.500000
-0.046280,0.775060,0.272320,1.310000,21.500000
-0.044890,0.762970,0.282650,1.310000,22.500000
-0.043310,0.750170,0.293470,1.310000,23.700000
-0.041540,0.736700,0.304740,1.310000,24.800000
-0.039590,0.722640,0.316390,1.310000,26.200000
-0.037480,0.708040,0.328370,1.310000,27.500000
-0.035190,0.692950,0.340620,1.310000,29.700000
-0.032760,0.677430,0.353100,1.310000,31.400000
-0.030170,0.661550,0.365740,1.310000,33.200000
-0.027430,0.645360,0.378500,1.310000,35.000000
-0.024570,0.628910,0.391330,1.310000,37.300000
-0.021620,0.612240,0.404210,1.310000,39.300000
-0.018610,0.595350,0.417160,1.310000,42.700000
-0.015590,0.578280,0.430180,1.310000,45.300000
-0.012590,0.561050,0.443260,1.310000,47.900000
-0.009660,0.543670,0.456410,1.310000,50.600000
-0.006850,0.526180,0.469640,1.310000,53.600000
-0.004180,0.508590,0.482930,1.310000,57.600000
-0.001710,0.490920,0.496310,1.310000,60.900000
0.000530,0.473190,0.509760,1.310000,64.000000
0.002520,0.455440,0.523290,1.310000,67.200000
0.004290,0.437700,0.536840,1.310000,70.600000
0.005900,0.420020,0.550350,1.310000,75.000000
0.007420,0.402450,0.563760,1.310000,78.400000
0.008900,0.385030,0.577020,1.310000,81.600000
0.010410,0.367810,0.590050,1.310000,84.700000
0.011990,0.350830,0.602820,1.310000,87.500000
0.013720,0.334150,0.615240,1.310000,91.900000
0.015640,0.317790,0.627280,1.310000,94.600000
0.017830,0.301830,0.638850,1.310000,97.200000
0.020310,0.286300,0.649920,1.310000,100.000000
0.023040,0.271280,0.660430,1.310000,103.000000
0.025990,0.256880,0.670350,1.310000,106.000000
0.029070,0.243180,0.679640,1.310000,108.000000
0.032250,0.230280,0.688270,1.310000,110.000000
0.035450,0.218250,0.696190,1.310000,112.000000
0.038630,0.207200,0.703360,1.310000,114.000000
0.041730,0.197220,0.709750,1.310000,116.000000
0.044680,0.188400,0.715310,1.310000,117.000000
0.047440,0.180820,0.720020,1.310000,119.000000
0.049950,0.174540,0.723850,1.310000,120.000000
0.052220,0.169500,0.726850,1.310000,122.000000
0.054270,0.165590,0.729100,1.310000,123.000000
0.056110,0.162690,0.730660,1.310000,124.000000
0.057770,0.160710,0.731610,1.310000,125.000000
0.059240,0.159540,0.732020,1.310000,126.000000
0.060560,0.159080,0.731970,1.310000,127.000000
0.061740,0.159210,0.731520,1.310000,128.000000
0.062790,0.159830,0.730740,1.310000,128.000000
0.063730,0.160830,0.729720,1.310000,129.000000
0.064580,0.162130,0.728500,1.310000,129.000000
0.065340,0.163660,0.727140,1.310000,130.000000
0.066050,0.165380,0.725650,1.310000,130.000000
0.066710,0.167240,0.724080,1.310000,130.000000
0.067340,0.169210,0.722440,1.310000,130.000000
0.067950,0.171240,0.720780,1.310000,131.000000
0.068560,0.173270,0.719120,1.310000,131.000000
0.069190,0.175280,0.717480,1.310000,131.000000
0.069850,0.177210,0.715910,1.310000,131.000000
0.070550,0.179020,0.714430,1.310000,130.000000
0.071310,0.180680,0.713060,1.310000,130.000000
0.072110,0.182220,0.711790,1.310000,130.000000
0.072910,0.183660,0.710610,1.310000,130.000000
0.073690,0.185070,0.709490,1.310000,129.000000
0.074420,0.186460,0.708410,1.310000,129.000000
0.075080,0.187890,0.707360,1.310000,128.000000
0.075630,0.189390,0.706320,1.310000,128.000000
0.076050,0.190990,0.705260,1.310000,127.000000
0.076310,0.192750,0.704180,1.310000,126.000000
0.076390,0.194700,0.703040,1.310000,126.000000
0.076260,0.196870,0.701840,1.310000,125.000000
0.075950,0.199230,0.700570,1.310000,124.000000
0.075490,0.201750,0.699250,1.310000,123.000000
0.074930,0.204390,0.697890,1.310000,122.000000
0.074300,0.207120,0.696480,1.310000,122.000000
0.073630,0.209900,0.695050,1.310000,121.000000
0.072960,0.212710,0.693590,1.310000,120.000000
0.072320,0.215490,0.692110,1.310000,119.000000
0.071750,0.218230,0.690630,1.310000,118.000000
0.071290,0.220880,0.689150,1.310000,117.000000
0.070950,0.223410,0.687670,1.310000,116.000000
0.070740,0.225840,0.686190,1.310000,115.000000
0.070640,0.228190,0.684720,1.310000,114.000000
0.070630,0.230460,0.683250,1.310000,113.000000
0.070690,0.232670,0.681780,1.310000,112.000000
0.070800,0.234840,0.680300,1.310000,111.000000
0.070950,0.236990,0.678820,1.310000,110.000000
0.071130,0.239140,0.677330,1.310000,109.000000
0.071310,0.241290,0.675820,1.310000,108.000000
0.071470,0.243470,0.674300,1.310000,107.000000
0.071610,0.245690,0.672760,1.310000,106.000000
0.071710,0.247960,0.671200,1.310000,104.000000
0.071780,0.250290,0.669620,1.310000,104.000000
0.071800,0.252670,0.668020,1.310000,102.000000
0.071780,0.255130,0.666380,1.310000,101.000000
0.071710,0.257660,0.664710,1.310000,101.000000
0.071590,0.260270,0.663010,1.310000,99.300000
0.071410,0.262970,0.661260,1.310000,98.300000
0.071160,0.265760,0.659480,1.310000,97.100000
0.070860,0.268660,0.657650,1.310000,96.300000
0.070480,0.271660,0.655770,1.310000,94.900000
0.070040,0.274760,0.653850,1.310000,94.100000
0.069530,0.277960,0.651880,1.310000,93.400000
0.068960,0.281260,0.649870,1.310000,92.100000
0.068330,0.284660,0.647810,1.310000,91.200000
0.067630,0.288150,0.645710,1.310000,90.100000
0.066890,0.291730,0.643570,1.310000,89.300000
0.066080,0.295390,0.641380,1.310000,88.000000
0.065230,0.299140,0.639160,1.310000,87.300000
0.064320,0.302970,0.636890,1.310000,86.100000
0.063370,0.306870,0.634590,1.310000,85.300000
0.062390,0.310830,0.632260,1.310000,84.600000
0.061390,0.314820,0.629900,1.310000,83.400000
0.060410,0.318840,0.627520,1.310000,82.600000
0.059440,0.322850,0.625120,1.310000,81.500000
0.058530,0.326830,0.622710,1.310000,80.800000
0.057670,0.330780,0.620300,1.310000,79.700000
0.056900,0.334660,0.617890,1.310000,79.000000
0.056230,0.338460,0.615480,1.310000,78.000000
0.055680,0.342150,0.613080,1.310000,77.200000
0.055260,0.345730,0.610700,1.310000,76.300000
0.054960,0.349190,0.608340,1.310000,75.600000
0.054780,0.352550,0.605990,1.310000,74.600000
0.054690,0.355830,0.603660,1.310000,73.900000
0.054690,0.359020,0.601330,1.310000,73.000000
0.054760,0.362140,0.599020,1.310000,72.300000
0.054890,0.365210,0.596720,1.310000,71.400000
0.055060,0.368220,0.594430,1.310000,70.800000
0.055270,0.371200,0.592150,1.310000,69.900000
0.055500,0.374160,0.589880,1.310000,69.200000
0.055740,0.377100,0.587620,1.310000,68.700000
0.055980,0.380020,0.585360,1.310000,67.800000
0.056210,0.382940,0.583110,1.310000,66.900000
0.056430,0.385860,0.580870,1.310000,66.300000
0.056640,0.388770,0.578640,1.310000,65.500000
0.056830,0.391680,0.576410,1.310000,64.900000
0.057000,0.394600,0.574200,1.310000,64.100000
0.057130,0.397530,0.572010,1.310000,63.600000
0.057220,0.400460,0.569820,1.310000,62.800000
0.057270,0.403420,0.567650,1.310000,62.300000
0.057280,0.406390,0.565490,1.310000,61.600000
0.057240,0.409370,0.563340,1.310000,61.100000
0.057170,0.412360,0.561210,1.310000,60.300000
0.057070,0.415360,0.559090,1.310000,59.800000
0.056940,0.418360,0.556980,1.310000,59.100000
0.056800,0.421350,0.554880,1.310000,58.600000
0.056640,0.424330,0.552790,1.310000,57.900000
0.056470,0.427300,0.550720,1.310000,57.500000
0.056300,0.430250,0.548650,1.310000,56.800000
0.056140,0.433180,0.546600,1.310000,56.300000
0.055990,0.436080,0.544560,1.310000,55.700000
0.055840,0.438950,0.542530,1.310000,55.000000
0.055700,0.441790,0.540520,1.310000,54.600000
0.055570,0.444580,0.538530,1.310000,54.000000
0.055440,0.447340,0.536580,1.310000,53.600000
0.055320,0.450050,0.534650,1.310000,52.900000
0.055190,0.452710,0.532770,1.310000,52.600000
0.055070,0.455320,0.530930,1.310000,52.000000
0.054940,0.457870,0.529130,1.310000,51.400000
0.054810,0.460360,0.527390,1.310000,51.000000
0.054670,0.462790,0.525700,1.310000,50.500000
