# GSV_1,GSV_2,GSV_3,nw,kw
0.613930,0.311580,0.116580,1.330000,0.169000
0.612290,0.312990,0.116680,1.330000,0.173000
0.610660,0.314400,0.116800,1.330000,0.182000
0.609030,0.315790,0.116910,1.330000,0.196000
0.607400,0.317190,0.117030,1.330000,0.205000
0.605770,0.318580,0.117140,1.330000,0.211000
0.604150,0.319980,0.117240,1.330000,0.219000
0.602520,0.321400,0.117330,1.330000,0.229000
0.600880,0.322840,0.117400,1.330000,0.239000
0.599240,0.324300,0.117450,1.330000,0.247000
0.597580,0.325790,0.117480,1.330000,0.254000
0.595910,0.327320,0.117470,1.330000,0.270000
0.594230,0.328900,0.117430,1.330000,0.298000
0.592530,0.330520,0.117350,1.330000,0.315000
0.590820,0.332180,0.117230,1.330000,0.327000
0.589110,0.333860,0.117100,1.330000,0.344000
0.587410,0.335570,0.116940,1.330000,0.362000
0.585730,0.337270,0.116770,1.330000,0.379000
0.584080,0.338980,0.116600,1.330000,0.393000
0.582470,0.340660,0.116430,1.330000,0.407000
0.580900,0.342310,0.116280,1.330000,0.418000
0.579390,0.343920,0.116140,1.330000,0.427000
0.577950,0.345490,0.116030,1.330000,0.439000
0.576570,0.346990,0.115950,1.330000,0.454000
0.575230,0.348460,0.115890,1.330000,0.461000
0.573900,0.349920,0.115830,1.330000,0.463000
0.572540,0.351410,0.115770,1.330000,0.466000
0.571110,0.352940,0.115690,1.330000,0.470000
0.569590,0.354550,0.115560,1.330000,0.473000
0.567930,0.356270,0.115390,1.330000,0.476000
0.566100,0.358110,0.115160,1.330000,0.477000
0.564060,0.360120,0.114850,1.330000,0.479000
0.561780,0.362320,0.114450,1.330000,0.480000
0.559250,0.364730,0.113950,1.330000,0.481000
0.556490,0.367310,0.113360,1.330000,0.483000
0.553580,0.370030,0.112690,1.330000,0.484000
0.550560,0.372850,0.111970,1.330000,0.486000
0.547490,0.375730,0.111200,1.330000,0.487000
0.544440,0.378620,0.110410,1.330000,0.487000
0.541450,0.381500,0.109600,1.330000,0.486000
0.538590,0.384320,0.108800,1.330000,0.486000
0.535910,0.387030,0.108010,1.330000,0.484000
0.533480,0.389610,0.107260,1.330000,0.482000
0.531320,0.392020,0.106550,1.330000,0.480000
0.529420,0.394270,0.105890,1.330000,0.479000
0.527740,0.396400,0.105260,1.330000,0.476000
0.526240,0.398410,0.104660,1.330000,0.474000
0.524880,0.400340,0.104090,1.330000,0.471000
0.523640,0.402210,0.103520,1.330000,0.468000
0.522450,0.404030,0.102970,1.330000,0.464000
0.521300,0.405850,0.102420,1.330000,0.460000
0.520130,0.407670,0.101860,1.330000,0.457000
0.518920,0.409520,0.101300,1.330000,0.453000
0.517630,0.411420,0.100710,1.330000,0.448000
0.516260,0.413370,0.100110,1.330000,0.443000
0.514830,0.415360,0.099490,1.330000,0.440000
0.513340,0.417390,0.098860,1.330000,0.436000
0.511820,0.419450,0.098220,1.330000,0.432000
0.510260,0.421530,0.097560,1.330000,0.427000
0.508680,0.423630,0.096900,1.330000,0.422000
0.507090,0.425740,0.096230,1.330000,0.417000
0.505500,0.427860,0.095550,1.330000,0.412000
0.503920,0.429970,0.094860,1.330000,0.407000
0.502370,0.432080,0.094170,1.330000,0.402000
0.500830,0.434180,0.093480,1.330000,0.396000
0.499320,0.436270,0.092790,1.330000,0.392000
0.497820,0.438360,0.092090,1.330000,0.387000
0.496340,0.440450,0.091380,1.330000,0.382000
0.494860,0.442540,0.090670,1.330000,0.376000
0.493400,0.444630,0.089960,1.330000,0.370000
0.491940,0.446720,0.089250,1.330000,0.364000
0.490490,0.448810,0.088530,1.330000,0.358000
0.489040,0.450910,0.087810,1.330000,0.352000
0.487590,0.453010,0.087080,1.330000,0.346000
0.486140,0.455120,0.086350,1.330000,0.340000
0.484690,0.457230,0.085610,1.330000,0.335000
0.483230,0.459360,0.084860,1.330000,0.330000
0.481780,0.461490,0.084110,1.330000,0.324000
0.480310,0.463640,0.083340,1.330000,0.319000
0.478850,0.465790,0.082570,1.330000,0.314000
0.477370,0.467960,0.081780,1.330000,0.309000
0.475890,0.470150,0.080980,1.330000,0.302000
0.474400,0.472340,0.080170,1.330000,0.296000
0.472910,0.474560,0.079330,1.330000,0.290000
0.471410,0.476780,0.078490,1.330000,0.284000
0.469900,0.479020,0.077630,1.330000,0.278000
0.468390,0.481260,0.076760,1.330000,0.272000
0.466880,0.483510,0.075880,1.330000,0.267000
0.465370,0.485770,0.075000,1.330000,0.262000
0.463860,0.488020,0.074100,1.330000,0.257000
0.462350,0.490280,0.073200,1.330000,0.251000
0.460860,0.492520,0.072300,1.330000,0.244000
0.459370,0.494770,0.071400,1.330000,0.239000
0.457880,0.497000,0.070500,1.330000,0.236000
0.456410,0.499220,0.069590,1.330000,0.233000
0.454950,0.501440,0.068690,1.330000,0.230000
0.453490,0.503640,0.067780,1.330000,0.225000
0.452040,0.505840,0.066880,1.330000,0.220000
0.450590,0.508030,0.065980,1.330000,0.215000
0.449160,0.510210,0.065070,1.330000,0.211000
0.447730,0.512390,0.064170,1.330000,0.206000
0.446300,0.514560,0.063270,1.330000,0.202000
0.444880,0.516720,0.062370,1.330000,0.198000
0.443460,0.518870,0.061460,1.330000,0.194000
0.442040,0.521020,0.060560,1.330000,0.190000
0.440630,0.523160,0.059660,1.330000,0.187000
0.439230,0.525300,0.058760,1.330000,0.184000
0.437830,0.527430,0.057860,1.330000,0.182000
0.436440,0.529560,0.056960,1.330000,0.179000
0.435050,0.531680,0.056070,1.330000,0.175000
0.433670,0.533800,0.055170,1.330000,0.172000
0.432300,0.535920,0.054270,1.330000,0.169000
0.430930,0.538030,0.053380,1.330000,0.166000
0.429570,0.540140,0.052480,1.330000,0.164000
0.428220,0.542250,0.051590,1.330000,0.161000
0.426880,0.544350,0.050690,1.330000,0.159000
0.425550,0.546460,0.049800,1.330000,0.156000
0.424220,0.548560,0.048900,1.330000,0.155000
0.422910,0.550660,0.048000,1.330000,0.153000
0.421600,0.552750,0.047100,1.330000,0.152000
0.420310,0.554850,0.046200,1.330000,0.151000
0.419020,0.556950,0.045290,1.330000,0.150000
0.417750,0.559040,0.044370,1.330000,0.148000
0.416490,0.561140,0.043460,1.330000,0.146000
0.415230,0.563230,0.042530,1.330000,0.145000
0.413990,0.565330,0.041610,1.330000,0.144000
0.412750,0.567420,0.040670,1.330000,0.144000
0.411520,0.569520,0.039740,1.330000,0.143000
0.410300,0.571620,0.038790,1.330000,0.143000
0.409080,0.573720,0.037850,1.330000,0.142000
0.407860,0.575830,0.036900,1.330000,0.141000
0.406650,0.577930,0.035940,1.330000,0.141000
0.405440,0.580040,0.034980,1.330000,0.141000
0.404240,0.582160,0.034020,1.330000,0.141000
0.403030,0.584280,0.033050,1.330000,0.141000
0.401820,0.586400,0.032080,1.330000,0.141000
0.400620,0.588530,0.031100,1.330000,0.141000
0.399420,0.590670,0.030120,1.330000,0.141000
0.398210,0.592820,0.029130,1.330000,0.143000
0.397010,0.594970,0.028130,1.330000,0.144000
0.395810,0.597130,0.027120,1.330000,0.144000
0.394610,0.599290,0.026100,1.330000,0.144000
0.393410,0.601470,0.025070,1.330000,0.144000
0.392210,0.603660,0.024040,1.330000,0.146000
0.391010,0.605850,0.022990,1.330000,0.148000
0.389810,0.608050,0.021940,1.330000,0.150000
0.388610,0.610260,0.020880,1.330000,0.152000
0.387420,0.612470,0.019810,1.330000,0.153000
0.386220,0.614690,0.018730,1.330000,0.155000
0.385030,0.616910,0.017650,1.330000,0.156000
0.383840,0.619130,0.016560,1.330000,0.158000
0.382660,0.621350,0.015470,1.330000,0.160000
0.381480,0.623580,0.014380,1.330000,0.163000
0.380300,0.625800,0.013290,1.330000,0.166000
0.379120,0.628010,0.012190,1.330000,0.168000
0.377950,0.630230,0.011090,1.330000,0.169000
0.376790,0.632450,0.009990,1.330000,0.171000
0.375620,0.634660,0.008880,1.330000,0.174000
0.374460,0.636870,0.007770,1.330000,0.178000
0.373310,0.639080,0.006660,1.330000,0.182000
0.372160,0.641290,0.005550,1.330000,0.187000
0.371010,0.643500,0.004430,1.330000,0.189000
0.369870,0.645710,0.003310,1.330000,0.191000
0.368720,0.647920,0.002190,1.330000,0.193000
0.367590,0.650130,0.001060,1.330000,0.197000
0.366460,0.652340,-0.000070,1.330000,0.201000
0.365330,0.654540,-0.001200,1.330000,0.203000
0.364200,0.656750,-0.002330,1.330000,0.205000
0.363080,0.658950,-0.003460,1.330000,0.208000
0.361960,0.661160,-0.004600,1.330000,0.212000
0.360850,0.663360,-0.005730,1.330000,0.217000
0.359740,0.665570,-0.006860,1.330000,0.220000
0.358640,0.667770,-0.008000,1.330000,0.222000
0.357540,0.669980,-0.009130,1.330000,0.225000
0.356440,0.672180,-0.010260,1.330000,0.230000
0.355350,0.674380,-0.011390,1.330000,0.234000
0.354260,0.676590,-0.012510,1.330000,0.235000
0.353170,0.678790,-0.013640,1.330000,0.234000
0.352090,0.680990,-0.014760,1.330000,0.235000
0.351000,0.683180,-0.015880,1.330000,0.240000
0.349920,0.685380,-0.017000,1.330000,0.245000
0.348850,0.687570,-0.018110,1.330000,0.249000
0.347770,0.689760,-0.019230,1.330000,0.253000
0.346690,0.691940,-0.020340,1.330000,0.258000
0.345620,0.694120,-0.021450,1.330000,0.265000
0.344540,0.696300,-0.022560,1.330000,0.272000
0.343470,0.698480,-0.023660,1.330000,0.277000
0.342390,0.700650,-0.024760,1.330000,0.281000
0.341320,0.702820,-0.025870,1.330000,0.289000
0.340250,0.704990,-0.026970,1.330000,0.302000
0.339170,0.707150,-0.028070,1.330000,0.316000
0.338100,0.709310,-0.029170,1.330000,0.327000
0.337020,0.711470,-0.030270,1.330000,0.338000
0.335940,0.713630,-0.031380,1.330000,0.353000
0.334860,0.715790,-0.032480,1.330000,0.377000
0.333780,0.717940,-0.033570,1.330000,0.404000
0.332700,0.720080,-0.034660,1.330000,0.428000
0.331610,0.722210,-0.035750,1.330000,0.450000
0.330510,0.724340,-0.036820,1.330000,0.471000
0.329420,0.726450,-0.037880,1.330000,0.493000
0.328310,0.728550,-0.038930,1.330000,0.520000
0.327200,0.730640,-0.039960,1.330000,0.557000
0.326090,0.732700,-0.040980,1.330000,0.605000
0.324960,0.734760,-0.041970,1.330000,0.652000
0.323830,0.736790,-0.042950,1.330000,0.686000
0.322700,0.738810,-0.043910,1.330000,0.716000
0.321560,0.740810,-0.044860,1.330000,0.754000
0.320420,0.742810,-0.045800,1.330000,0.806000
0.319270,0.744790,-0.046730,1.330000,0.860000
0.318130,0.746760,-0.047650,1.330000,0.898000
0.316980,0.748720,-0.048560,1.330000,0.925000
0.315840,0.750670,-0.049470,1.330000,0.949000
0.314700,0.752610,-0.050380,1.330000,0.977000
0.313570,0.754550,-0.051290,1.330000,1.010000
0.312430,0.756490,-0.052200,1.330000,1.040000
0.311310,0.758420,-0.053110,1.330000,1.070000
0.310180,0.760360,-0.054030,1.330000,1.100000
0.309070,0.762300,-0.054950,1.330000,1.120000
0.307960,0.764240,-0.055890,1.330000,1.130000
0.306850,0.766190,-0.056840,1.330000,1.140000
0.305750,0.768150,-0.057800,1.330000,1.150000
0.304660,0.770120,-0.058770,1.330000,1.160000
0.303580,0.772110,-0.059760,1.330000,1.170000
0.302510,0.774110,-0.060770,1.330000,1.180000
0.301440,0.776120,-0.061800,1.330000,1.190000
0.300380,0.778150,-0.062840,1.330000,1.190000
0.299330,0.780180,-0.063890,1.330000,1.200000
0.298280,0.782210,-0.064940,1.330000,1.200000
0.297250,0.784250,-0.066010,1.330000,1.200000
0.296220,0.786280,-0.067070,1.330000,1.200000
0.295190,0.788310,-0.068130,1.330000,1.210000
0.294170,0.790340,-0.069180,1.330000,1.210000
0.293160,0.792350,-0.070230,1.330000,1.210000
0.292150,0.794350,-0.071270,1.330000,1.210000
0.291150,0.796340,-0.072300,1.330000,1.220000
0.290150,0.798310,-0.073310,1.330000,1.230000
0.289160,0.800270,-0.074320,1.330000,1.230000
0.288170,0.802220,-0.075310,1.330000,1.230000
0.287190,0.804160,-0.076290,1.330000,1.230000
0.286210,0.806070,-0.077250,1.330000,1.230000
0.285230,0.807980,-0.078200,1.330000,1.230000
0.284260,0.809870,-0.079140,1.330000,1.240000
0.283290,0.811740,-0.080060,1.330000,1.240000
0.282330,0.813600,-0.080960,1.330000,1.240000
0.281360,0.815440,-0.081860,1.330000,1.240000
0.280400,0.817270,-0.082740,1.330000,1.250000
0.279450,0.819100,-0.083610,1.330000,1.250000
0.278490,0.820910,-0.084480,1.330000,1.260000
0.277540,0.822720,-0.085340,1.330000,1.260000
0.276590,0.824530,-0.086210,1.330000,1.260000
0.275640,0.826340,-0.087070,1.330000,1.260000
0.274700,0.828150,-0.087940,1.330000,1.270000
0.273750,0.829960,-0.088820,1.330000,1.270000
0.272810,0.831780,-0.089700,1.330000,1.270000
0.271870,0.833600,-0.090590,1.330000,1.270000
0.270930,0.835420,-0.091490,1.330000,1.280000
0.269990,0.837250,-0.092390,1.320000,1.280000
0.269050,0.839070,-0.093300,1.320000,1.280000
0.268120,0.840890,-0.094200,1.320000,1.280000
0.267190,0.842710,-0.095100,1.320000,1.280000
0.266260,0.844520,-0.096000,1.320000,1.280000
0.265330,0.846320,-0.096890,1.320000,1.280000
0.264410,0.848110,-0.097780,1.320000,1.270000
0.263480,0.849900,-0.098660,1.320000,1.270000
0.262560,0.851670,-0.099530,1.320000,1.270000
0.261640,0.853430,-0.100390,1.330000,1.270000
0.260720,0.855180,-0.101240,1.330000,1.270000
0.259800,0.856920,-0.102080,1.330000,1.270000
0.258870,0.858650,-0.102910,1.330000,1.270000
0.257950,0.860370,-0.103740,1.330000,1.260000
0.257030,0.862080,-0.104550,1.330000,1.260000
0.256100,0.863790,-0.105350,1.330000,1.260000
0.255160,0.865480,-0.106140,1.330000,1.260000
0.254230,0.867160,-0.106920,1.330000,1.250000
0.253290,0.868830,-0.107680,1.330000,1.250000
0.252340,0.870480,-0.108430,1.330000,1.240000
0.251390,0.872130,-0.109170,1.330000,1.240000
0.250440,0.873750,-0.109890,1.330000,1.240000
0.249480,0.875360,-0.110590,1.330000,1.240000
0.248510,0.876950,-0.111270,1.330000,1.230000
0.247540,0.878520,-0.111930,1.330000,1.220000
0.246560,0.880070,-0.112560,1.330000,1.220000
0.245570,0.881590,-0.113170,1.330000,1.210000
0.244580,0.883090,-0.113750,1.330000,1.210000
0.243580,0.884560,-0.114310,1.330000,1.210000
0.242580,0.886010,-0.114840,1.330000,1.210000
0.241570,0.887430,-0.115340,1.330000,1.210000
0.240560,0.888830,-0.115820,1.330000,1.200000
0.239550,0.890210,-0.116270,1.330000,1.200000
0.238530,0.891550,-0.116700,1.330000,1.200000
0.237510,0.892880,-0.117100,1.330000,1.200000
0.236490,0.894180,-0.117470,1.330000,1.190000
0.235470,0.895450,-0.117820,1.330000,1.190000
0.234440,0.896700,-0.118140,1.330000,1.180000
0.233420,0.897930,-0.118440,1.330000,1.180000
0.232400,0.899150,-0.118730,1.330000,1.180000
0.231390,0.900360,-0.119020,1.330000,1.170000
0.230380,0.901560,-0.119300,1.330000,1.170000
0.229370,0.902770,-0.119590,1.330000,1.160000
0.228370,0.903990,-0.119890,1.330000,1.160000
0.227380,0.905220,-0.120210,1.330000,1.160000
0.226390,0.906470,-0.120560,1.330000,1.160000
0.225410,0.907740,-0.120940,1.330000,1.160000
0.224450,0.909050,-0.121350,1.330000,1.150000
0.223490,0.910380,-0.121790,1.330000,1.150000
0.222540,0.911730,-0.122270,1.330000,1.140000
0.221600,0.913090,-0.122770,1.330000,1.140000
0.220660,0.914480,-0.123280,1.330000,1.130000
0.219740,0.915870,-0.123810,1.330000,1.130000
0.218810,0.917260,-0.124350,1.330000,1.130000
0.217900,0.918660,-0.124890,1.330000,1.120000
0.216990,0.920050,-0.125440,1.330000,1.120000
0.216080,0.921430,-0.125980,1.320000,1.120000
0.215180,0.922800,-0.126510,1.320000,1.110000
0.214280,0.924160,-0.127030,1.320000,1.110000
0.213380,0.925510,-0.127540,1.320000,1.100000
0.212490,0.926850,-0.128030,1.320000,1.100000
0.211590,0.928170,-0.128520,1.320000,1.100000
0.210710,0.929480,-0.129000,1.320000,1.100000
0.209820,0.930780,-0.129470,1.320000,1.100000
0.208940,0.932070,-0.129920,1.320000,1.100000
0.208060,0.933340,-0.130370,1.320000,1.100000
0.207180,0.934600,-0.130800,1.320000,1.090000
0.206300,0.935850,-0.131220,1.320000,1.090000
0.205420,0.937080,-0.131620,1.320000,1.090000
0.204550,0.938290,-0.132010,1.320000,1.080000
0.203670,0.939480,-0.132370,1.320000,1.080000
0.202790,0.940660,-0.132710,1.320000,1.080000
0.201910,0.941800,-0.133030,1.320000,1.080000
0.201020,0.942920,-0.133310,1.320000,1.080000
0.200120,0.944010,-0.133550,1.320000,1.080000
0.199220,0.945070,-0.133760,1.320000,1.080000
0.198310,0.946090,-0.133930,1.320000,1.080000
0.197390,0.947080,-0.134060,1.320000,1.080000
0.196460,0.948030,-0.134140,1.320000,1.090000
0.195520,0.948940,-0.134180,1.320000,1.090000
0.194570,0.949810,-0.134170,1.320000,1.100000
0.193610,0.950630,-0.134100,1.320000,1.100000
0.192640,0.951410,-0.133990,1.320000,1.110000
0.191650,0.952140,-0.133830,1.320000,1.110000
0.190660,0.952830,-0.133610,1.320000,1.110000
0.189650,0.953460,-0.133330,1.320000,1.120000
0.188640,0.954050,-0.133000,1.320000,1.120000
0.187610,0.954580,-0.132610,1.320000,1.130000
0.186570,0.955060,-0.132170,1.320000,1.140000
0.185520,0.955490,-0.131670,1.320000,1.150000
0.184460,0.955880,-0.131120,1.320000,1.160000
0.183380,0.956230,-0.130530,1.320000,1.160000
0.182310,0.956540,-0.129900,1.320000,1.170000
0.181220,0.956820,-0.129220,1.320000,1.180000
0.180130,0.957060,-0.128510,1.320000,1.180000
0.179030,0.957280,-0.127760,1.320000,1.190000
0.177920,0.957470,-0.126980,1.320000,1.200000
0.176810,0.957630,-0.126180,1.320000,1.210000
0.175700,0.957780,-0.125350,1.320000,1.220000
0.174580,0.957890,-0.124490,1.320000,1.230000
0.173470,0.957990,-0.123600,1.320000,1.240000
0.172360,0.958050,-0.122690,1.320000,1.250000
0.171260,0.958100,-0.121750,1.320000,1.270000
0.170170,0.958110,-0.120790,1.320000,1.280000
0.169080,0.958090,-0.119800,1.320000,1.300000
0.168010,0.958050,-0.118790,1.320000,1.310000
0.166950,0.957980,-0.117760,1.320000,1.320000
0.165900,0.957870,-0.116700,1.320000,1.340000
0.164880,0.957750,-0.115630,1.320000,1.350000
0.163870,0.957600,-0.114540,1.320000,1.370000
0.162870,0.957440,-0.113460,1.320000,1.390000
0.161890,0.957270,-0.112370,1.320000,1.420000
0.160930,0.957110,-0.111290,1.320000,1.440000
0.159990,0.956940,-0.110220,1.320000,1.470000
0.159060,0.956790,-0.109180,1.320000,1.490000
0.158140,0.956650,-0.108160,1.320000,1.510000
0.157240,0.956540,-0.107180,1.320000,1.530000
0.156360,0.956450,-0.106230,1.320000,1.560000
0.155490,0.956380,-0.105310,1.320000,1.580000
0.154640,0.956320,-0.104420,1.320000,1.610000
0.153790,0.956280,-0.103540,1.320000,1.640000
0.152960,0.956230,-0.102670,1.320000,1.670000
0.152130,0.956180,-0.101800,1.320000,1.700000
0.151300,0.956120,-0.100930,1.320000,1.730000
0.150490,0.956040,-0.100040,1.320000,1.760000
0.149670,0.955940,-0.099130,1.320000,1.790000
0.148850,0.955800,-0.098190,1.320000,1.830000
0.148030,0.955630,-0.097220,1.320000,1.870000
0.147220,0.955430,-0.096210,1.320000,1.910000
0.146400,0.955200,-0.095180,1.320000,1.940000
0.145590,0.954950,-0.094140,1.320000,1.970000
0.144770,0.954690,-0.093080,1.320000,2.010000
0.143960,0.954410,-0.092010,1.320000,2.050000
0.143160,0.954130,-0.090940,1.320000,2.100000
0.142360,0.953850,-0.089880,1.320000,2.150000
0.141570,0.953580,-0.088830,1.320000,2.200000
0.140780,0.953320,-0.087800,1.320000,2.240000
0.140000,0.953070,-0.086790,1.320000,2.280000
0.139220,0.952830,-0.085790,1.320000,2.310000
0.138450,0.952600,-0.084800,1.320000,2.360000
0.137670,0.952360,-0.083800,1.320000,2.420000
0.136880,0.952120,-0.082800,1.320000,2.480000
0.136080,0.951860,-0.081770,1.320000,2.540000
0.135270,0.951580,-0.080710,1.320000,2.590000
0.134430,0.951280,-0.079610,1.320000,2.630000
0.133570,0.950940,-0.078470,1.320000,2.670000
0.132680,0.950560,-0.077270,1.320000,2.700000
0.131770,0.950140,-0.076000,1.320000,2.740000
0.130820,0.949650,-0.074640,1.320000,2.780000
0.129860,0.949060,-0.073180,1.320000,2.830000
0.128900,0.948350,-0.071590,1.320000,2.890000
0.127930,0.947490,-0.069860,1.320000,2.960000
0.126980,0.946460,-0.067950,1.320000,3.030000
0.126040,0.945220,-0.065860,1.320000,3.100000
0.125130,0.943770,-0.063550,1.320000,3.150000
0.124250,0.942060,-0.061020,1.320000,3.180000
0.123420,0.940070,-0.058230,1.320000,3.230000
0.122640,0.937790,-0.055190,1.320000,3.270000
0.121900,0.935260,-0.051910,1.320000,3.320000
0.121210,0.932510,-0.048460,1.320000,3.360000
0.120570,0.929590,-0.044870,1.320000,3.410000
0.119960,0.926550,-0.041180,1.320000,3.450000
0.119400,0.923420,-0.037450,1.320000,3.500000
0.118860,0.920260,-0.033710,1.320000,3.540000
0.118360,0.917110,-0.030020,1.320000,3.600000
0.117890,0.914010,-0.026410,1.320000,3.650000
0.117440,0.911010,-0.022930,1.320000,3.700000
0.117010,0.908130,-0.019610,1.320000,3.750000
0.116600,0.905300,-0.016370,1.320000,3.800000
0.116190,0.902450,-0.013120,1.320000,3.870000
0.115770,0.899500,-0.009770,1.320000,3.930000
0.115330,0.896340,-0.006230,1.320000,3.990000
0.114860,0.892910,-0.002400,1.320000,4.060000
0.114360,0.889120,0.001810,1.320000,4.130000
0.113800,0.884880,0.006500,1.320000,4.220000
0.113180,0.880110,0.011740,1.320000,4.300000
0.112490,0.874720,0.017650,1.320000,4.390000
0.111730,0.868660,0.024280,1.320000,4.500000
0.110880,0.861920,0.031630,1.320000,4.630000
0.109960,0.854530,0.039670,1.320000,4.740000
0.108970,0.846530,0.048360,1.320000,4.900000
0.107910,0.837930,0.057690,1.320000,5.090000
0.106770,0.828760,0.067610,1.320000,5.260000
0.105580,0.819050,0.078100,1.320000,5.480000
0.104320,0.808820,0.089120,1.320000,5.720000
0.103000,0.798110,0.100650,1.320000,6.010000
0.101630,0.786920,0.112660,1.320000,6.240000
0.100200,0.775330,0.125090,1.320000,6.580000
0.098740,0.763430,0.137810,1.320000,6.930000
0.097270,0.751390,0.150650,1.320000,7.310000
0.095800,0.739330,0.163470,1.320000,7.630000
0.094350,0.727420,0.176110,1.320000,8.090000
0.092940,0.715780,0.188390,1.320000,8.550000
0.091590,0.704570,0.200180,1.320000,9.030000
0.090320,0.693920,0.211300,1.320000,9.590000
0.089160,0.683990,0.221610,1.320000,10.000000
0.088100,0.674910,0.230940,1.320000,10.600000
0.087180,0.666770,0.239190,1.320000,11.200000
0.086380,0.659470,0.246490,1.320000,11.800000
0.085670,0.652820,0.253020,1.320000,12.500000
0.085030,0.646670,0.258960,1.320000,13.200000
0.084450,0.640840,0.264500,1.320000,13.700000
0.083900,0.635170,0.269830,1.320000,14.300000
0.083360,0.629480,0.275110,1.320000,15.100000
0.082810,0.623610,0.280540,1.320000,15.800000
0.082220,0.617390,0.286290,1.320000,16.500000
0.081590,0.610650,0.292560,1.320000,17.100000
0.080890,0.603270,0.299470,1.320000,17.800000
0.080130,0.595370,0.306920,1.320000,18.500000
0.079340,0.587080,0.314760,1.320000,19.200000
0.078540,0.578580,0.322840,1.320000,19.800000
0.077740,0.570010,0.331010,1.320000,20.300000
0.076970,0.561520,0.339120,1.320000,20.900000
0.076240,0.553290,0.347030,1.320000,21.500000
0.075580,0.545450,0.354570,1.320000,22.000000
0.075000,0.538170,0.361590,1.320000,22.600000
0.074530,0.531600,0.367960,1.320000,23.100000
0.074190,0.525890,0.373510,1.320000,23.600000
0.074000,0.521130,0.378150,1.320000,24.100000
0.074000,0.517400,0.381740,1.320000,24.500000
0.074220,0.514790,0.384190,1.320000,24.900000
0.074690,0.513380,0.385370,1.320000,25.300000
0.075440,0.513250,0.385190,1.320000,25.700000
0.076510,0.514500,0.383520,1.320000,26.100000
0.077930,0.517190,0.380250,1.320000,26.400000
0.079720,0.521420,0.375290,1.320000,26.700000
0.081920,0.527270,0.368500,1.320000,27.000000
0.084540,0.534760,0.359860,1.320000,27.300000
0.087510,0.543650,0.349650,1.320000,27.600000
0.090740,0.553630,0.338220,1.320000,27.800000
0.094130,0.564400,0.325920,1.320000,28.100000
0.097600,0.575650,0.313110,1.320000,28.400000
0.101040,0.587090,0.300150,1.320000,28.600000
0.104380,0.598400,0.287380,1.320000,28.800000
0.107510,0.609280,0.275160,1.320000,28.900000
0.110350,0.619440,0.263860,1.320000,29.100000
0.112810,0.628550,0.253810,1.320000,29.300000
0.114800,0.636400,0.245290,1.320000,29.400000
0.116370,0.643060,0.238210,1.320000,29.600000
0.117540,0.648680,0.232400,1.320000,29.700000
0.118360,0.653400,0.227690,1.320000,29.800000
0.118880,0.657390,0.223890,1.320000,29.900000
0.119130,0.660780,0.220830,1.320000,30.000000
0.119170,0.663720,0.218350,1.320000,30.100000
0.119030,0.666370,0.216260,1.320000,30.200000
0.118760,0.668880,0.214390,1.320000,30.300000
0.118410,0.671390,0.212560,1.320000,30.400000
0.118000,0.674030,0.210640,1.320000,30.400000
0.117550,0.676790,0.208620,1.320000,30.500000
0.117070,0.679640,0.206530,1.320000,30.500000
0.116560,0.682550,0.204380,1.320000,30.500000
0.116040,0.685480,0.202220,1.320000,30.500000
0.115500,0.688410,0.200060,1.320000,30.600000
0.114960,0.691300,0.197930,1.320000,30.600000
0.114420,0.694110,0.195860,1.320000,30.600000
0.113890,0.696830,0.193880,1.320000,30.600000
0.113360,0.699410,0.192000,1.320000,30.500000
0.112860,0.701830,0.190260,1.320000,30.500000
0.112370,0.704110,0.188640,1.320000,30.500000
0.111890,0.706260,0.187130,1.320000,30.500000
0.111410,0.708330,0.185700,1.320000,30.400000
0.110920,0.710310,0.184340,1.320000,30.400000
0.110420,0.712250,0.183040,1.320000,30.300000
0.109890,0.714160,0.181770,1.320000,30.200000
0.109340,0.716070,0.180520,1.320000,30.100000
0.108760,0.718000,0.179270,1.320000,30.100000
0.108130,0.719970,0.178000,1.320000,30.000000
0.107460,0.722010,0.176700,1.320000,29.800000
0.106750,0.724110,0.175370,1.320000,29.700000
0.106010,0.726280,0.173990,1.320000,29.600000
0.105260,0.728510,0.172560,1.320000,29.400000
0.104500,0.730800,0.171080,1.320000,29.200000
0.103740,0.733150,0.169540,1.320000,29.000000
0.103000,0.735560,0.167940,1.320000,28.700000
0.102280,0.738030,0.166270,1.320000,28.500000
0.101590,0.740550,0.164520,1.320000,28.300000
0.100950,0.743120,0.162690,1.320000,28.000000
0.100360,0.745740,0.160780,1.320000,27.800000
0.099820,0.748400,0.158800,1.320000,27.500000
0.099320,0.751090,0.156770,1.320000,27.200000
0.098850,0.753810,0.154690,1.320000,27.000000
0.098410,0.756530,0.152580,1.320000,26.600000
0.097980,0.759260,0.150470,1.320000,26.400000
0.097560,0.761980,0.148350,1.320000,26.100000
0.097150,0.764680,0.146240,1.320000,25.800000
0.096730,0.767350,0.144170,1.320000,25.600000
0.096300,0.769980,0.142140,1.320000,25.200000
0.095850,0.772570,0.140160,1.320000,25.000000
0.095380,0.775110,0.138240,1.320000,24.700000
0.094890,0.777620,0.136370,1.320000,24.400000
0.094370,0.780100,0.134540,1.320000,24.100000
0.093820,0.782550,0.132750,1.320000,23.900000
